key,nom,editeur,installs,avis,note,derniere_version_dc,cloud_meme_editeur,nb_alternatives,exemples
com.infosysta.session.sessionManagement,Session Manager for Confluence,Futurate,1,0,0,2026-08-12,,16,Xray - Test Management for Jira (553); Zephyr - Test Management and Automation  (492); Comala Document Management (175); Scroll Content Manager for Confluence (37)
com.xdevpod.Translate-for-Jira,Translate for Jira,XDevPod,1,0,0,2026-07-01,,4,Lango AI Translator: Language & translat (33); Translations for Confluence (35); Interlingo - Translator for Confluence (10); Group Sign-Off: parallel Multi-Approvals (41)
com.methoda.addons.add-another,Add Another - Multiple Issue Creation,Methoda,1,0,0,2026-08-11,,6,"Just Add+ Embed Markdown, Diagrams, & Co (50); PlantUML Diagrams for Confluence I UML,  (50); Mermaid Diagrams for Confluence (23); ControlFreak - Commit Checks and Jira Ho (21)"
com.keplertechnologies.multiFactorAuthForJira,Kepler - Multi-Factor Authentication For Jira,Kepler Technologies,1,0,0,2025-12-31,Kepler - Merging Documents | Ms Office & Pdf,1,Power Custom Fields for Jira (34)
com.sevidev.jira.newspopup.announcementsforjira,Announcements for Jira,Sevidev,1,0,0,2024-09-20,,6,Announcer for Jira (12); Feature Bundle – Self-Service Extension  (51); Message field (12); Lively Blogs - Dynamic News and Feeds fo (15)
com.infosysta.jira.UserAccessControl,Session Manager for Jira,Futurate,1,0,0,2026-08-12,,16,Xray - Test Management for Jira (553); Zephyr - Test Management and Automation  (492); Comala Document Management (175); Scroll Content Manager for Confluence (37)
eu.toimproveit.atlassian.terminal4jira,Terminal for Jira,2improveIT,1,0,0,2025-10-22,,6,"OnLink Import for Assets, Entra ID, Intu (20); Smart Courses for Confluence (LMS, Quizz (51); Smart Terms Glossary (Definitions, Highl (46); IZI for Confluence (LMS, Training Course (34)"
com.shdsd.plugin.AutoStatus,Automatic Status for Jira,DragonSoft,1,0,0,2022-10-18,,8,Time in Status (208); Status Time Reports Free - Time in Statu (58); Status Time Reports - Time in Status (53); Timepiece - Time in Status for Jira (270)
com.acis.tm,Template Manager,Acis,1,0,0,2026-06-19,,14,Templating.app🚀Project Templates & Issue (76); Issue Templates Pro - Description Templa (54); Space Templates & Content Templates for  (16); Easy Issue Templates for Jira (81)
com.akelesconsulting.jira.plugins.groupcfpicker,Group Alias Picker,Akeles Consulting,1,0,0,2023-12-11,,5,"Issue Picker for Jira (13); User/Group Export & License Optimizer fo (18); Group Sign-Off: parallel Multi-Approvals (41); SCIM Provisioning, User Sync & Group Syn (10)"
com.luxplugins.bitbucket.plugin.scim-for-bitbucket,SCIM User Provisioning for Bitbucket,LuxPlugins,1,0,0,2026-09-16,,11,"SCIM Provisioning, User Sync & Group Syn (10); Single Sign On SAML SSO for Jira (SSO SA (82); User Management for Jira (bulk & timed i (25); Flexible User License - Auto User Manage (22)"
com.miniorange.usersync.miniorange-usersync-bitbucket,"mO SCIM Provisioning, User Sync & Group Sync for Bitbucket",miniOrange,1,0,0,2026-09-16,"mO SCIM Provisioning, User Sync & Group Sync for Confluence",10,"SCIM Provisioning, User Sync & Group Syn (10); Single Sign On SAML SSO for Jira (SSO SA (82); Fields - Custom Fields for Jira (48); Single Sign On (SSO) via OAuth/OpenID fo (74)"
io.kazimir.epicwatcher,Epic watcher,Doitb,1,0,0,2025-09-19,,9,"Deep Clone for Jira (Copy Projects, Bulk (134); Elements Copy & Sync (clone issues, proj (57); Clone Expert for Jira Templates, Epics a (20); Process Templates for Jira (Issue Templa (23)"
com.miniorange.git.authentication.bitbucket-git-authentication,Git Client Authentication via SSO for Bitbucket,miniOrange,1,0,0,2026-09-15,,8,"Git Integration for Jira (GitHub, GitLab (343); Git for Confluence (GitHub, GitLab, Bitb (22); Jigit - GitHub, GitLab, Gerrit integrati (34); Just Add+ Embed Markdown, Diagrams, & Co (50)"
com.celestecs.jira.celestecs-jql-extensions,CelesteCS JQL Extensions for Jira,Celeste Creative Solutions,1,0,0,2021-06-10,,8,JQL Search Extensions for Jira (51); Jira Misc Workflow Extensions (JMWE) (534); Extension for Jira Service Management (150); GO! JQL: Essential JQL Functions (10)
de.catworkx.jira.plugins.project-configuration-publisher,Teamworkx Configuration Publisher,catworkx GmbH,1,0,0,2026-03-02,,9,Comala Publishing (40); Configuration Manager for Jira (CMJ) (145); Smart Configuration: Documentation for J (46); Software Configuration Management Toolki (22)
io.kazimir.controlfreak,Control Freak,Doitb,1,0,0,2025-09-19,,2,ControlFreak - Commit Checks and Jira Ho (21); Comala Document Control (24)
com.mgmtp.jira.plugin.workflow-graphic-plugin,Link Workflow Graphic for Jira,mgm technology partners,1,0,0,2025-04-29,,10,Jira Workflow Toolbox (540); Jira Misc Workflow Extensions (JMWE) (534); JSU Automation Suite for Jira Workflows (298); Link Management - Broken Link Detection  (10)
com.cprime.bitbucket.plugins.globalsso-for-bitbucket,Global SSO for Bitbucket,Appfire,1,0,0,2026-05-12,,10,Single Sign On SAML SSO for Jira (SSO SA (82); SAML/OAuth SSO for JSM Customers (19); Single Sign On (SSO) via OAuth and OpenI (53); Single Sign On (SSO) via OAuth/OpenID fo (74)
com.churrie.classifierForJira,"Classifier Bridge For Jira, 2 way Sync and Json Intake",Churrie Works Inc,0,0,0,2026-07-07,,0,
com.teamswork.export.owly-confluence-data-exporter,Owly Json Data Exporter for Confluence,"Teams, Work. Ltd",0,0,0,2026-05-04,,9,Scroll PDF Exporter for Confluence (228); External Data for Jira Fields (Connect R (86); Scroll Word Exporter for Confluence (136); Markdown Exporter for Confluence (22)
com.dsr.atlassian.jira.timesheet-jira-plugin,Pi Track: Smart timetracking for Jira,DSR Corporation,0,0,0,2026-09-16,,14,Timesheet Tracking for Jira (251); Timesheets by Tempo - Jira Time Tracking (898); Easy Agile Programs - PI Planning Progra (46); Clockwork Pro for Jira Time Tracking and (140)
com.miniorange.migration.confluence-migration-assistant,"DLP - Sensitive Data (PII, GDPR) Scanner for Confluence",miniOrange,0,0,0,2026-07-08,,4,"Nightfall AI DLP for Confluence (10); Compliance for Confluence (DLP, Classifi (11); Data Protection Toolkit: GDPR, PII & DLP (12); Nightfall AI DLP for Jira (11)"
com.churrie.classifierForConfluence,Classifier - Page Classification for Confluence,Churrie Works Inc,0,0,0,2026-07-15,,6,"Compliance for Confluence (DLP, Classifi (11); Timesheets by Tempo - Jira Time Tracking (898); Rich Filters for Jira Dashboards (185); Projectrak (Project Portfolio Management (128)"
com.plateer.matilda.smart-license-for-confluence,Smart License Manager for Confluence,Plateer,0,0,0,2026-06-24,,14,"Asset Management for Jira (IT Assets & L (67); IT Assets, License - Asset Management fo (71); Smart Checklists for Jira (132); Smart Attachments for Jira (File & Docum (80)"
net.brokenbuild.dc.throughput-chart,Throughput Charts for Jira teams (Agile Graphs Metrics KPIs),Broken Build,0,0,0,2026-08-25,"Throughput Charts for Scrum, Kanban, SAFe (Gadgets Reports)",11,"eazyBI for Jira Reports, Charts, and Das (227); Microsoft Teams for Jira & JSM (30); Advanced Microsoft Teams Connector for J (43); Custom Charts for Jira -Reports, Dashboa (139)"
com.medeuit.jira.servicedesk-portal-extension,Service Desk Portal Extension,Medeu IT,0,0,0,2026-08-17,,6,"Refined Sites for JSM (Theme ITSM, HR, H (55); Advanced Portal Reports for Jira Service (48); JSM Mobile - Service Management Portal (16); view26 Charts, Portal Reports & Dashboar (29)"
com.medeuit.jira.ticket-actions,Ticket Actions,Medeu IT,0,0,0,2025-09-26,,3,Actions for Jira Service Management (36); ActionableAgile® Analytics: Kanban/ Agil (32); Ticket Routing & Auto Assignment for Jir (10)
com.smateso.plugins.confluence.03-group-permission-copy,Group Permission Copy for Confluence,EB Cloud Engineering,0,0,0,2026-07-20,,10,"Deep Clone for Jira (Copy Projects, Bulk (134); Elements Copy & Sync (clone issues, proj (57); Clone Plus for Jira (58); Copy Page Tree (67)"
pl.softlist.jira.lp.jira-kazakh-language-pack,Kazakh Language Pack for Jira,Softlist Sp. z o.o.,0,0,0,2025-08-07,,5,Service Pack for Agents (28); Lango AI Translator: Language & translat (33); Chinese (China) Language Patch for Jira (11); Translations for Confluence (35)
de.t2consult.atlassian.confluence.attachmentscanner,Attachment Scanner for Confluence,t2consult,0,0,0,2026-08-03,,10,Bulk Attachment Download (12); Cenote Lockpoint - Attachment Checkout (29); GoEdit - Simply edit attachments! (102); Smart Attachments for Jira (File & Docum (80)
com.sevidev.confluence.newspopup.announcementsforconfluence,Announcements for Confluence,Sevidev,0,0,0,2023-10-04,,6,Announcer for Jira (12); Feature Bundle – Self-Service Extension  (51); Message field (12); Lively Blogs - Dynamic News and Feeds fo (15)
eu.toimproveit.atlassian.terminal4bamboo,Terminal for Bamboo,2improveIT,0,0,0,2025-10-22,,8,"OnLink Import for Assets, Entra ID, Intu (20); Zephyr - Test Management and Automation  (492); Smart Courses for Confluence (LMS, Quizz (51); Smart Terms Glossary (Definitions, Highl (46)"
eu.toimproveit.atlassian.terminal4confluence,Terminal for Confluence,2improveIT,0,0,0,2025-10-22,,6,"OnLink Import for Assets, Entra ID, Intu (20); Smart Courses for Confluence (LMS, Quizz (51); Smart Terms Glossary (Definitions, Highl (46); IZI for Confluence (LMS, Training Course (34)"
com.miniorange.license.manager.jira.licensemanager-jira,Centralized License Manager for Jira,miniOrange,0,0,0,2025-04-30,,12,"Asset Management for Jira (IT Assets & L (67); IT Assets, License - Asset Management fo (71); Flexible User License - Auto User Manage (22); Flexible User License - Auto User Manage (17)"
com.colossean.fancyfields,Fancy Fields for Jira,Colossean,0,0,0,2026-01-20,,10,Fields - Custom Fields for Jira (48); Awesome Custom Fields – Custom Fields fo (27); Jira Misc Custom Fields (JMCF) (92); Message field (12)
com.miniorange.rest.auth.bitbucket-rest-api,Enhanced API Authentication for Bitbucket with OAuth/JWT,miniOrange,0,0,0,2026-06-20,Enhanced API Authentication for Jira with API Key/OAuth/JWT,7,Open API (Swagger) Integration (31); Workflow Enhancer for Jira (43); Enhancer Plugin for Jira (70); Visualize OpenAPI (Swagger) documentatio (21)
